,0,1,2,3,4,5,6,7,8,9,10,11,12
10, Brand New  Luxury 1 Bed Apartment in the North End,Entire apartment, North End,80,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/37709576?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
11, NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 2,Private room, Allston-Brighton,42,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Self check-in,None,https://airbnb.com/rooms/34212295?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
12, Entire 1 Bedroom Apartment in Boston,Entire apartment, Fenway/Kenmore,150,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/46730228?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
13, Garden oasis 1BR apt  near Parks Sights Hospitals,Entire house, Brookline,110,4  , 1  , 3  , 1 bath,Wifi , Air conditioning , Kitchen , Self check-in,https://airbnb.com/rooms/25442045?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
14, 2BD Modern and Spacious Apt in the Heart of Boston,Entire apartment, Roxbury,137,5  , 2  , 2  , 1 bath,Wifi , Air conditioning , Kitchen,None,https://airbnb.com/rooms/46981797?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
15, Luxury 1 Bedroom Apartment Near MIT Harvard,Entire apartment, Cambridge,95,3  , 1  , 1  , 1 bath,Wifi , Pool , Kitchen , Pets allowed,https://airbnb.com/rooms/46601986?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
16, Studio  Fully Furnished in Harvard Square,Room, boutique hotel Cambridge,60,1  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/41288141?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
17, Large room in Jamaica Plain  plenty natural light,Private room, Jamaica Plain,45,1,1,1,1,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/45862289?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
18, A minute walk from the Red line (Shawmut) Room 1,Private room, Dorchester,30,1  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/39747700?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
19, Riverway the best of Boston and Brookline!,Entire condominium, Brookline,85,4  , 2  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/41949812?previous_page_section_name=1000&federated_search_id=7642e268-3447-4ed9-bde7-b65a3b2de2db
0, Entire apartment for you   1BR in Boston,Entire serviced apartment, South Boston,158,3  , 1  , 1  , 1 bath,Free parking , Wifi , Kitchen,None,https://airbnb.com/rooms/47055362?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
1, Newly updated 1 bedroom  walk to Ashmont T!,Entire condominium, Dorchester,50,1  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/29533508?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
2, Delightful North End   Roof deck   Laundry in unit,Entire apartment, North End,115,6  , 2  , 2  , 2 baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/36881315?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
3, The Inn at Brookline  Standard King Beacon Street,Room, boutique hotel Coolidge Corner,105,2  , 1  , 1  , 1 private bath,Wifi , Heating,None,None,https://airbnb.com/rooms/39392262?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
4, Loft with water view deck unit #8,Entire loft, Chelsea,79,2  , Studio , 0  , 1 bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/12324063?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
5, July @ Nantasket Beach @ $3000 @ 1 Person,Private room, Hull,65,1  , 1  , 1  , 1 shared bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/2249199?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
6, Meticulous 1 BR in the Heart of Back Bay,Entire apartment, Back Bay,125,2  , 1  , 1  , 1 bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/45860458?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
7, Live   Work   Stay   Easy   1BR in Cambridge,Entire serviced apartment, Cambridge,127,3  , 1  , 1  , 1 bath,Wifi , Kitchen,None,None,https://airbnb.com/rooms/45771644?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
8, Guest Room in Cozy Place,Private room, Malden,35,2  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/37703980?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
9, Stylish & Comfortable Newbury St Studio  #6,Entire apartment, Back Bay,76,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/7475379?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
10, Cute South End Apt in AMAZING location,Entire apartment, South End,100,4  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/39645126?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
11, Quirky  Cozy 1 Bedroom in Kendall Square,Entire apartment, Cambridge,50,4  , 1  , 2  , 1 bath,Wifi , Heating,None,None,https://airbnb.com/rooms/20462256?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
12, Cozy with roof top deck   parking downtown airport,Entire apartment, East Boston,80,4  , 1  , 2  , 1 bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/40991291?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
13, 504 Stay Tonight In Boston's Downtown!,Entire apartment, Downtown Crossing,68,4  , 1  , 1  , 1 bath,Kitchen,None,None,None,https://airbnb.com/rooms/46984660?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
14, South End Charmer,Private room, Roxbury,64,1  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/42035561?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
15, WALK to HARVARD&MIT with MEMORY BED 6,Private room, Cambridge,42,2  , 1  , 1  , 2 shared baths,Wifi , Heating,None,None,https://airbnb.com/rooms/19346436?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
16, New 3 Bed 2 Bath Tourist House near Kendall Square,Entire serviced apartment, Cambridge,80,7  , 3  , 5  , 2 baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/33340302?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
17,   Sunny  Spacious & Modern   Cleaned & Sanitized!,Private room, East Boston,44,2  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/17974950?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
18, Keyless Entry   Fastest Wifi   Pet Friendly Loft,Entire apartment, Financial District,113,4  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/36771929?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
19, 4 min walk 2 Red Line T & Airport pick up drop $35,Private room, Dorchester,45,2  , 1  , 1  , 1.5 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/38879187?previous_page_section_name=1000&federated_search_id=044bbbab-02d2-40f3-b4fc-6df3a8ebd22f
0, Downtown Crossing ARTlab  1 Bed Apt  Boston,Entire apartment, Downtown,100,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/45812606?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
1, Cozy renewed 1 bedroom in Allston,Entire apartment, Allston-Brighton,60,1,1,1,1,Kitchen , Heating,None,None,https://airbnb.com/rooms/40752619?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
2,   Sunny  Spacious & Modern   Cleaned & Sanitized!,Private room, East Boston,44,2  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/17974950?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
3, Live   Work   Stay   Easy   1BR in Cambridge,Entire serviced apartment, Cambridge,127,3  , 1  , 1  , 1 bath,Wifi , Kitchen,None,None,https://airbnb.com/rooms/45771644?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
4, Boston private room (2 5) Floor 2   Room #5,Private room, Jamaica Plain,29,1  , 1  , 1  , 1 shared bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/37931130?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
5, Budget Room in Cambridge   Paris Concept,Private room, Cambridge,27,2  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/29343335?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
6, Luxury 1 Bedroom Apartment Near MIT Harvard,Entire apartment, Cambridge,95,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/46601986?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
7, Brilliant Back Bay 1 bed,Entire apartment, Back Bay,100,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/37180881?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
8, A Nice & quiet room 3,Private room, Quincy,30,2  , Studio , 1  , 2 baths,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/42925762?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
9, The Comfortable room near Train line,Private room, Malden,33,1  , 1  , 1  , 1.5 shared baths,Wifi , Heating,None,None,https://airbnb.com/rooms/26840752?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
10, A Nice & quiet Room #1,Private room, Quincy,30,2  , Studio , 1  , 2 shared baths,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/42906450?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
11, Brand New  Luxury 1 Bed Apartment in the North End,Entire apartment, North End,80,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/37709576?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
12, Art Room (Near Subway   2 stops from downtown),Private room, South Boston,38,2  , 1  , 1  , 1 shared bath,Wifi , Heating,None,None,https://airbnb.com/rooms/26893801?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
13,   Spacious  Modern & Comfy Professionally Cleaned!,Private room, East Boston,44,2  , 1  , 1  , 2.5 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/22327141?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
14, Comfortable quite room ,Private room, Roxbury,30,1  , 1  , 1  , 1.5 baths,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/13258244?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
15, (X6) Simple Little Stay,Entire apartment, Back Bay,77,2  , Studio , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/46880344?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
16,   Clean  Modern & Bright   Great Location  ,Private room, East Boston,44,2  , 1  , 1  , 2.5 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/22327139?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
17, The Inn at Brookline  Executive King,Room, boutique hotel Coolidge Corner,115,2  , 1  , 1  , 1 private bath,Wifi , Heating,None,None,https://airbnb.com/rooms/39392790?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
18, 1 Bedroom with Cambridge Views  walk to MIT Harvard!,Entire apartment, Cambridge,95,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/46602118?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
19, Seagulls & Sunsets   Click picture ,Private room, Hull,38,1  , 1  , 1  , 1.5 shared baths,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/4285672?previous_page_section_name=1000&federated_search_id=fdd3cda7-7c35-4521-91e8-2aa80d0c2670
0, Private bedroom close to MIT & Central Sq,Private room, Cambridge,45,2  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/45180951?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
1, Cozy & Clean,Private room, Everett,45,2  , 1  , 1  , 1 shared bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/44994653?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
2, High class private room next to MIT Harvard 2,Private room, Cambridge,45,2  , 1  , 1  , 1.5 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/32901476?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
3, Shelly's Golden Room,Private room, East Boston,57,2  , 1  , 2  , 1 shared bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/34242176?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
4, Huge Stylish Studio in Theatre District   Evonify,Entire apartment, Downtown,69,4  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/47090495?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
5, En suite w  King bed (Boston Common),Private room, Roxbury,40,2  , 1  , 1  , 1 private bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/33016886?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
6, Get to The Point and the beach!,Entire guest suite, Winthrop,77,2  , 1  , 1  , 1 bath,Free parking , Wifi , Heating,None,https://airbnb.com/rooms/31539857?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
7, Private bedroom close to Central Sq & BU,Private room, Cambridge,45,4  , 1  , 2  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/45144603?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
8, (K A)  Brand New Studio Kenmore Sq!,Entire apartment, Fenway/Kenmore,90,2  , Studio , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/46966098?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
9, The Green Room,Private room, Roxbury,40,2  , 1  , 1  , 1 shared bath,Free parking , Wifi , Heating,None,https://airbnb.com/rooms/43012146?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
10, Charming & Stylish Studio on Beacon Hill #6,Entire apartment, Beacon Hill,78,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/7513906?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
11, Stylish Studio in the Back Bay  on Newbury St   #9,Entire apartment, Back Bay,74,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/21486679?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
12, LIVING IN THE CITY CLOSE TO HARVARD&MIT,Private room, Cambridge,41,2  , 1  , 2  , 1 shared bath,Wifi , Heating,None,None,https://airbnb.com/rooms/26429034?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
13, Lovely 2 bed in South End   Walk to everything!,Entire condominium, South End,49,2  , 2  , 2  , 1 bath,Kitchen , Heating,None,None,https://airbnb.com/rooms/46733329?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
14, Sunny studio right next to Boston University611,Entire apartment, Allston-Brighton,87,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/38129864?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
15, WALK to HARVARD&MIT with MEMORY BED 4,Private room, Cambridge,39,2  , 1  , 2  , 2 shared baths,Wifi , Heating,None,None,https://airbnb.com/rooms/19346242?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
16, Quiet street in heart of Somerville,Entire apartment, Somerville,59,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/16441172?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
17, (3C) LIVING IN THE CITY CLOSE TO HARVARD&MIT,Private room, Cambridge,39,2  , 1  , 2  , 1 shared bath,Wifi , Heating,None,None,https://airbnb.com/rooms/24888817?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
18,  REMARKABLE COZY ROOM!!! CLOSE TO HARVARD  SQUARE✅,Private room, Watertown,43,2  , 1  , 1  , 1 shared bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/39950998?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
19, 607  True One Bedroom In Downtown Boston!,Entire apartment, Downtown Crossing,73,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/32330037?previous_page_section_name=1000&federated_search_id=e216e7ef-6881-4e5b-a5cc-ea7c2541c69c
0, Loft with water view deck unit #8,Entire loft, Chelsea,79,2  , Studio , 0  , 1 bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/12324063?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
1, Seagulls & Sunsets   Click picture ,Private room, Hull,38,1  , 1  , 1  , 1.5 shared baths,Wifi , Kitchen , Free parking , Washer,https://airbnb.com/rooms/4285672?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
2, Clean apartment home   1BR in Boston,Entire serviced apartment, Jamaica Plain,157,3  , 1  , 1  , 1 bath,Wifi , Pool , Kitchen , Pets allowed,https://airbnb.com/rooms/43846054?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
3, Nancy's Place,Private room, Revere,45,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Free parking,None,https://airbnb.com/rooms/20988608?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
4, Master Bedroom w  private bathroom near Longwood S,Private room, Brookline,33,2  , 1  , 1  , 2 baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/13942753?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
5, Guest Room in Cozy Place,Private room, Malden,35,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/37703980?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
6, Modica Estate #3,Private room, Cambridge,47,1  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/25483626?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
7, The Godfrey Hotel Boston  King,Room, boutique hotel Downtown,139,2  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Gym,None,https://airbnb.com/rooms/36269353?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
8, Sweet Sunny Spacious Cambridgeport 1 BR,Entire apartment, Cambridge,120,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Pets allowed , Washer,https://airbnb.com/rooms/41379642?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
9, Spacious room convenient to subway,Private room, Jamaica Plain,48,1  , 1  , 1  , 1 bath,Wifi , Air conditioning,None,None,https://airbnb.com/rooms/6248970?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
10, Spacious loft in the quiet suburbs #4,Private room, Allston-Brighton,36,1  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/13166405?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
11, (104) Back Bay Studio   Prime Location  St Botolph,Entire apartment, Back Bay,75,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/20635474?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
12, Cozy & Clean,Private room, Everett,45,2  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Free parking , Washer,https://airbnb.com/rooms/44994653?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
13, Large private room near Boston,Private room, Watertown,40,1  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/46180532?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
14, Second Oldest Home in Beacon Hill,Entire apartment, Beacon Hill,106,3  , Studio , 2  , 1 bath,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/11202183?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
15, Luxury 2BR in Southend near SoWa   Evonify,Entire apartment, South End,68,6  , 2  , 3  , 1.5 baths,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/45439188?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
16, Cozy renewed 1 bedroom in Allston,Entire apartment, Allston-Brighton,60,1,1,1,1,Air conditioning , Kitchen , Pets allowed , Washer,https://airbnb.com/rooms/40752619?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
17, Chic 1 Bedroom by Boston Financial District,Entire apartment, Chinatown,120,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/45689388?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
18, En suite w  King bed (Boston Common),Private room, Roxbury,40,2  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Kitchen , Self check-in,https://airbnb.com/rooms/33016886?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
19, (PR2) Beautiful City Living!,Entire apartment, Back Bay,104,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/41886997?previous_page_section_name=1000&federated_search_id=5cc5cc9c-b42e-472a-a81c-32137c571525
0, Large  Sun Drenched 2 bed 2 bath in Little Italy,Entire apartment, North End,108,4  , 2  , 2  , 2 baths,Air conditioning , Kitchen , Washer , Dryer,https://airbnb.com/rooms/44889565?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
1, Super clean and cozy studio in East Cambridge,Entire apartment, Cambridge,100,3  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Hot tub,https://airbnb.com/rooms/46925353?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
2, Gorgeous 1BR in Downtown   100 WalkScore   Evonify,Entire apartment, Chinatown,71,4  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/42743472?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
3, Urban oasis   Parking Downtown Airport,Entire apartment, East Boston,80,6  , 2  , 3  , 2 baths,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/42644088?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
4, Very comfy room with all you need and more ,Private room, Roxbury,30,1  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Washer , Dryer,https://airbnb.com/rooms/23842606?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
5,  Chic & Comfort Boston Studio near Subway510,Entire apartment, Brookline,85,4  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/38179248?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
6, Live   Work   Stay   Easy   1BR in Melrose,Entire serviced apartment, Malden,164,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/45878382?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
7, (PR2) Beautiful City Living!,Entire apartment, Back Bay,104,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/41886997?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
8, (X9) Back Bay  Simple Little Studio,Entire apartment, Back Bay,84,2  , Studio , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/33250560?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
9, Dog Friendly   10 mins from Downtown Boston,Entire apartment, Allston-Brighton,61,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/46388603?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
10, Newly Renovated Boston College Studio,Entire guest suite, Allston-Brighton,53,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Free parking , Washer,https://airbnb.com/rooms/22886713?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
11, Cozy Studio,Entire apartment, Allston-Brighton,48,1  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/45133862?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
